hash_forward,hash_reverse,exact_scaled_row_sha256,split_signature,total_raw_rows,train_rows,validation_rows,test_rows,benign_rows,gafgyt_rows,mirai_rows,class_names,label_conflict
-8376408047792081421,-4947615222909233620,4131c612947bd65bd3e3514b90a1d3de0a2e7b9ccd55b1cb6865e0299f66f65f,validation|test,2,0,1,1,2,0,0,benign,False
-8370844627202464888,-7332250528181823941,cb3637d1debefba1bbc41a32b4d9ce73ccf6799f70291c47a59f8a08e0c42b44,train|validation,2,1,1,0,2,0,0,benign,False
-8303524020028425571,-5720348129199287568,f3f9c3daf3e21a8972dc2ad39055bbe627a2a25134623e707d9c57022d9bad2e,train|test,2,1,0,1,2,0,0,benign,False
-8245914633302933703,-1723144718182820717,9bdd486a8b3e2a44ea655aa5acb3b7ae8fdfb1318babaf5b223891859cb61f07,train|test,2,1,0,1,2,0,0,benign,False
-8159370588301640025,5124743804223581594,08b23a35d942af0f397e8d51d6e0112cf6dd1df64650c25513cd5c5d2b8fe470,train|test,4,2,0,2,4,0,0,benign,False
-8106390282313255820,-3825455049553781994,08d4f83d91263345595157af246863741d894c7fb7ea32ced27d22d22ead33ee,train|test,2,1,0,1,2,0,0,benign,False
-8098418706741059578,8909954725936220899,72b535e904304a3b64ba2c87de049193bcb150af0d9df0633962927e5ee79abb,train|test,2,1,0,1,2,0,0,benign,False
-8088760479071342733,2842777015338142648,8e2e1446fadce9aa979e71e34d2ffd52e0fccbbf7430df322738ac76e94659cc,train|test,2,1,0,1,2,0,0,benign,False
-8074425081181623041,8442308762932329033,b7aac79264402943e56b8303a771d1b584af37aa7bf886bfaab97310df9a8a43,train|test,2,1,0,1,2,0,0,benign,False
-7965223503763456434,-1376326222911159960,dbbe309865af73676418c0d96fa4681ffd0c8ff9c0efc9021ec8f57a08d4a00f,train|test,3,2,0,1,3,0,0,benign,False
-7932418801189549252,-973492051468658887,0ede709e440ba3ac3dd108adf920e6492c1b6a9d8796421e5a58893bf809116a,train|test,5,4,0,1,5,0,0,benign,False
-7764388072391430861,-3863795483543789187,6be451d38e407d37e3ed32ed66661ee876c42cc808fb5652b3a4f800f671ac94,train|validation,4,3,1,0,4,0,0,benign,False
-7738491500005211810,-157229704906999818,0b9e0574a6012721da63c88a872b999b33cce168734e1610cf8f870f4c9c5288,train|test,3,2,0,1,3,0,0,benign,False
-7613170883450305267,4921598615668790924,a57a0b47e9eae85f2f80dfee693273ce639896a3eec90ccb813599ba5301811f,validation|test,2,0,1,1,2,0,0,benign,False
-7610781991741689231,-7494963045847593653,434470ba6571db64d7b3778a33062ada75664aa62d61f44620c1e4dec2c1a368,train|test,3,2,0,1,3,0,0,benign,False
-7502919579736792063,1512260460603743888,a08c83604ba56bcc2d9d27402f4214019b77b535d72162ff58ab89619b395389,train|validation,4,3,1,0,4,0,0,benign,False
-7465903924219014437,2199343521317320369,902ba4befca59af1a26fc936f0f736b0405e375b4596cf4c9266f6e71baa3d51,train|test,2,1,0,1,2,0,0,benign,False
-7329611788730853132,8054129771927191490,8709a8a1900e8aa50c31d86d654b916a8d791d3637e2d34155ba0d3f69fdac63,train|test,7,5,0,2,7,0,0,benign,False
-7243291098986038968,3657807225094051859,8d60a3fdd9b86447b33aa808b58d81829cba19e71ea2ec538c40cf8935eeede8,train|test,2,1,0,1,2,0,0,benign,False
-7203622482145243152,-8869755785102301297,424263d624415a93147760d8c4f79ad6494d4f00ab7feffebc377e00cb78c904,train|test,2,1,0,1,2,0,0,benign,False
-7196651940912920038,7550019780706364860,8c88bd2f0568f02bbf17f6226b1f11924f95b57bce776287b0b17d1e45380945,train|test,3,2,0,1,3,0,0,benign,False
-7170126393729603389,2546940023737452434,fafd155be2aa4745559cbc2bb55b7e722a6a6a0d345db88790620afa800506a3,train|validation|test,5,3,1,1,5,0,0,benign,False
-7127356947780670221,6192766684985077998,0fd05f4c73e42c9d54d2addf895da36786e9c09f561e7b07d0835dafa5086601,train|test,2,1,0,1,2,0,0,benign,False
-7115303315281717288,2225875870612568346,532642602d7971d67f32d3d39e1e7d9d7011400c543593797a6cb52562e09d0d,train|validation,7,6,1,0,7,0,0,benign,False
-7075024236021052038,2274869037123449408,729981cdad0e2eb085a6cbb4b7f464930cd52f7779a6617abab8bbbe1177bf97,train|test,3,2,0,1,3,0,0,benign,False
-6985442337293940009,751083020769153689,57ddea15e44fafef22c8526416e023f4ac30cd25b461ab890cee03f00afc8591,train|test,2,1,0,1,2,0,0,benign,False
-6983698819320495641,7625325797777460887,91acec1f5b9eb6b1bdf19ef6471e572e01abee7e5282021d2dc7dc4bb895ae7d,train|test,2,1,0,1,2,0,0,benign,False
-6791894536423469779,7050304083328906884,5bf82ba85c91a4a050f56b38724dae1db83f70f6defa916cc937b7d871cb328d,train|validation,2,1,1,0,2,0,0,benign,False
-6682314822028905336,-6673592153648030592,1d682ee68617bf88798a92cbeebacf8210601780f1798a5b792d59136bc68f7c,train|validation|test,6,3,1,2,6,0,0,benign,False
-6635622275446217611,294852485714087901,ae3a9eb332ce6cce5e97a457df5e2735e0d37e697ed7126334139bb4de04dd41,train|validation,3,2,1,0,3,0,0,benign,False
-6631534881733298883,1294100716991375129,3112b61484cb129c091446df07a812f9dba6fceb446b3112aa44e1b0525430c5,train|test,2,1,0,1,2,0,0,benign,False
-6592347287506831344,222089808003253951,45ff4ee184ace285c80a41c7cfe2b32f70bd1274242afe4e3fade7e54d5377de,train|test,4,2,0,2,4,0,0,benign,False
-6470756520861052393,-3855318261998124849,e7c3d82c4cd35327d8fbec9e9dc88a374ae7979d0b65a64e53215bb75e18670e,validation|test,2,0,1,1,2,0,0,benign,False
-6453389729706512767,-8316645819162307475,51485935578b86dff074eba600fbca4e802fb1111c1db3f7cd4cbb3ec614666b,train|validation,3,2,1,0,3,0,0,benign,False
-6426681728151063229,7029553947285930953,3b1d8baa17e8ac2f52f13e18879e7a21fb73a2209883f713d1c23f9c01afb8d3,train|test,2,1,0,1,2,0,0,benign,False
-6411266859599272957,8547860340034121936,cf413719a3510cf881a4932241d786d2cfb0ab32ab37532ac5a2e1c3fb99d53b,train|test,2,1,0,1,2,0,0,benign,False
-6323813365801449777,1570042273588164081,a815509f097deb850132bb4978e4c56ce126efb55b12a64711315b692ad13ff7,train|test,2,1,0,1,2,0,0,benign,False
-6302750286910485208,806070160851839328,c0783a49a70ac601d576cfce0cab57ae4cd55f86bd972e26bd9e0f8cd402ea35,train|validation,2,1,1,0,2,0,0,benign,False
-6223274391672036201,-5083975071569259317,a9b4181ac9897ee18927659d286f5b44f34c2ba51379e194b44258020e6dbde0,validation|test,2,0,1,1,2,0,0,benign,False
-6139574574560413785,7933578146447362048,b89530844f7b965b4ed9af444b04e93b2de1e922baaf7ad88d701afb7f088708,train|test,5,4,0,1,5,0,0,benign,False
-6125837202702471622,-102218895637482554,dc31bc86ea2cf46bf036c2f48ee6c323bf326542e0eebe6a68492545953b2a6b,train|validation,2,1,1,0,2,0,0,benign,False
-6053094857704361073,9184502512584739558,e38bd8c94fe1224d41c89ce880c73a0213cbbb0cc710ac847038d0ef7c092b5b,train|validation,4,3,1,0,4,0,0,benign,False
-6041639060239505705,-8645154496835471349,4ca3f85794fc4f768ec729d33dfdc9291ec410b4fc47956f5907c4e417c7aaed,train|test,3,2,0,1,3,0,0,benign,False
-6024845394454972548,-7110507723246390508,eaa136ba9c8473f7d9d602b8675ab65ff4009ad049425dd3bfbb00edabef9a89,train|test,2,1,0,1,2,0,0,benign,False
-5985606925581333383,-7940433013007905249,8d47b512eaacdbf922d00cdb0b54bfc65a462b3c94ab4ae6709ca4f83d7d6597,train|validation,2,1,1,0,2,0,0,benign,False
-5964827383836744753,-4174341501774499501,1fbbb8da453ea218946ebd04031b874fc29551a85de608c9fe830eacb97a56bf,train|validation,3,2,1,0,3,0,0,benign,False
-5956462872864355276,-8656191402894766101,fd6e14fd5852f95a3a26fe4517c8db87861447c31e5f33ec6e42b179191b7902,train|test,3,2,0,1,3,0,0,benign,False
-5718707406185087614,8747936881313362488,03c46e85a1c390b41489cef256dcc3f08996c1f09766f718c41cf6195051462d,train|validation,3,2,1,0,3,0,0,benign,False
-5696529707617343656,1354613217000796168,85985e61b3fe68900338105eeb4638ec2fbb757bcd54c113a24568c0fef83016,validation|test,2,0,1,1,2,0,0,benign,False
-5623787936648926614,5192755822447636059,9a24755311e56510e0f038921b79e4d439ab0414d63a0db27d8bc45beef6a684,train|test,3,2,0,1,3,0,0,benign,False
-5535394801162362507,-381897062122244454,49ddf6e71432d3a50fb627a709526bf94eee6660b58ecb419474df386cf82d67,train|validation,6,4,2,0,6,0,0,benign,False
-5373166115972368109,8363615163791543523,acdf21b8becbdbdd6d1a567e2ada3d4dc1974b547786cbe233b09cd16bab2e99,train|validation,5,3,2,0,5,0,0,benign,False
-5371778710624314399,-6564741368966506263,95287f82e21ec9a2a3976927321fe10939b14063e22bba53a55a5390feff84e2,train|test,2,1,0,1,2,0,0,benign,False
-5358645703379674975,5491350358097931798,cfdeb93aa3ef9a25311b01e8828191c5d9822a8969ba051b3944a153d951ca96,train|validation,2,1,1,0,2,0,0,benign,False
-5336015891550243321,5675598107702469878,06dffc0d3eeffd18be4836c65e998ac357ea9f4f98debdbfc2487b44f3a3e3d0,train|test,2,1,0,1,2,0,0,benign,False
-5309378978176180141,-595196030095878625,9f8460ca05328df645ffc4d47577328b3732ef6d9e686e62647a7bf03b9eaf53,train|test,3,2,0,1,3,0,0,benign,False
-5287106595775397234,5111564911629436443,0229653bb0f51e39bb38128b4e56787daf4fdb6f83a814241be732adba5174fd,train|validation|test,5,3,1,1,5,0,0,benign,False
-5220906617733475208,-2327299315313879251,983d0949db84f32010ff3886624e381ffbc47f64db740e9effa86f013ae3e1ac,train|validation,5,3,2,0,5,0,0,benign,False
-5040829350404825708,3381158999459731197,6b457d7ba67a4eb5648a3aa18d03bf7d0dacc736cb2396f35f199c87d52df9af,train|test,3,2,0,1,3,0,0,benign,False
-4998504985387858897,7488183549096641623,38a7c5ff8f3e28dd061a15bddf4c76166a2022d60ba1fba87502ed5497cc36d5,train|validation,2,1,1,0,2,0,0,benign,False
-4910301806718711398,5007649208293618192,a5eed6d217c2a3fc38a0c071cef8ffbd75d2b8e84912ba3dd50f17f457195f7c,train|test,2,1,0,1,2,0,0,benign,False
-4865283699226768311,-425485334729653023,1380ccba668accdcc5b7e1a3e600b4affaf65a73595531b1044a56c7f1198900,train|validation,2,1,1,0,2,0,0,benign,False
-4821468859218729730,-2761372073807148448,d29917c8c2cab6dd3acf06526116df248746616ec1fc656cc49566edd57a607a,train|test,2,1,0,1,2,0,0,benign,False
-4819887421981645183,-9017944949174711753,f0c41c51d43cf9529e5ea5ad27c2f7d0e41887f0e713765552e662679976c540,train|validation,3,2,1,0,3,0,0,benign,False
-4774192870509419265,2248452145189529455,8cd627ba27b7e0e0efe7a39e2f58e2418f6332967c2f1908fe249d6c968d8e77,train|validation,4,3,1,0,4,0,0,benign,False
-4761861513453353483,5945117542035382257,5f1788a34e356c8a72747fd314fd425ff2d831f0ddd16eecbba09057f0d498d9,train|test,2,1,0,1,2,0,0,benign,False
-4754760180945805646,8355388646160446686,d734e14f1d718069d0b84593d61622c95561ba6a2031c20cc70ad0ebb4281c33,train|test,2,1,0,1,2,0,0,benign,False
-4674475460594447365,561039322900123712,0aee37e809180b308811ba5073c85a3d757fb00f8b2d937a205f358e33ff448b,train|validation,2,1,1,0,2,0,0,benign,False
-4654805761333487027,7456904299503518595,f29828ef98be39b11cbf969b0eb8c9793b7ee9219a4029fc97cc79b7af590f43,train|validation,2,1,1,0,2,0,0,benign,False
-4637534196551313690,1746389816775212018,33af1fdbf583a3082592a0919816acce5fbcfc01b96beec88783ed0c8d313e0d,train|validation|test,3,1,1,1,3,0,0,benign,False
-4581665373073618221,-1269532843454899611,038fef0e144ad79aa7f9712e5ddeaad393e0a681b2030e968f84067325ce93f2,train|test,2,1,0,1,2,0,0,benign,False
-4537605515739690543,819633972065796263,bb7e6fabdb026c385d73543e0fce6961907b5daeb3c08730c61d8c1b9e0c85aa,train|validation,3,2,1,0,3,0,0,benign,False
-4521751632260903354,-2215912038162347187,dc1db10c1f1839906e59a4608b83245600620c1469346a3326791db5147990d3,train|validation,2,1,1,0,2,0,0,benign,False
-4410251545369095407,-5238116161972374194,ea5c1da8733aecca65692b83c0224c86ca018b2de113a403e2a578b3d18832a4,train|validation,2,1,1,0,2,0,0,benign,False
-4126856148117152958,-5627956957610082831,7ab624d0d89c33bd656ebd5a9d2c34b4a276b58287171396001de1ffde6846f6,train|test,2,1,0,1,2,0,0,benign,False
-4119531002091586834,7595691125812635179,99f8c1c78c5a793e701cb3f22edd71e6baf511cb86ee8e45eb6e7052f61821c5,train|validation,4,3,1,0,4,0,0,benign,False
-4093125538984875347,5313327877361205556,e9ce00faadbfcdfa6be01acdc1463af39129a9bdcb73cc5c7f4633ad79316eab,train|validation,2,1,1,0,2,0,0,benign,False
-4077429444311873375,7880646383866061640,0795e0b64bb736c62f1d86e4d0b58da6bc2e91ab13cde4b084563ad69179650a,train|test,2,1,0,1,2,0,0,benign,False
-4048097379926713511,2099431168831262086,d701bdd8918c80500e6d681f7cd396249aebf4162b3131830bf3330fb479e807,train|validation,3,2,1,0,3,0,0,benign,False
-3997749996199775843,-6112037194752780315,1377ef00e41f09b1ff253f015f08f24b22dbb417d621af8c468c350a720e6379,train|test,2,1,0,1,2,0,0,benign,False
-3908946793965737130,4179273563766748169,b9e458a8f5317a08766e882e1b48da43c3868c6960eda3d3ec562d756f14173b,train|test,2,1,0,1,2,0,0,benign,False
-3847351632230894368,7092483716750856546,3e522fae0881cf7a635659f9433110af5604cff58a5ba235277972c667438e4d,train|validation,4,2,2,0,4,0,0,benign,False
-3793600132160837224,8686704977621206747,517bf7a84bd93d926240256ebb9f796c03448ea87e6e5efe2f07d045fd2fe2c2,train|validation,2,1,1,0,2,0,0,benign,False
-3778460789264253092,1690769159814132774,c40e02e2a215bd18934be463dfd23def8c6ac831020e21b02135bba83fbb9f03,train|validation,2,1,1,0,2,0,0,benign,False
-3668113508394679421,-947711048755527524,05878fc111e4ca019c53049c9503a8a157445bf1479516cf7dd719309aa17745,train|validation,2,1,1,0,2,0,0,benign,False
-3602982802648023650,-8064819766902626380,e85358dd12811effc600560f4bbab6262dae4df3c28622c7de6fa6f0acd46bfe,train|test,3,2,0,1,3,0,0,benign,False
-3569898765494956017,-469344456741895997,545857b820380b5ea892b106e77bedf2dec858528387d3819d43b230f9ea13e2,train|validation,2,1,1,0,2,0,0,benign,False
-3565662167601630717,-5421521233197924170,369478c940f5ee22345437842b5758970356bea251a39d7bd9240a6958ed2c0e,validation|test,2,0,1,1,2,0,0,benign,False
-3549313269738271077,8714272116329209155,15734e72bb16d00486ecd09d019d0d9064d8a08db632c53ffca839f4280c0f86,train|validation,4,3,1,0,4,0,0,benign,False
-3535731881695211257,5238149402025009370,6be189e0979a6b3a054d58b3845e21d58a05bd3ceed39c235c8957792d6f8c67,train|test,2,1,0,1,2,0,0,benign,False
-3530922941115092782,1704228640746289063,8b5f824f7800f17edbba20633ded301c4da9c21a0746d9740f419cbc29886ad0,train|validation,2,1,1,0,2,0,0,benign,False
-3517907931864387969,6796339239473593563,ca6f26b704749c084ca445d5228c5399f74f35b2c773e044bd2b6e095b57698e,train|validation,3,2,1,0,3,0,0,benign,False
-3510651861281269838,1966172908852710651,48e681fa4b58a86387d57719973f5ffc14288fb16c41d4c1da14bf1a5f0ee053,train|test,2,1,0,1,2,0,0,benign,False
-3500470341947617212,-6043666600213382878,1da479c874ca500b4521c5778f39bf842039c199bbdd4057d48742f0aeabcee8,train|validation,2,1,1,0,2,0,0,benign,False
-3484140047754978577,6766121652739819481,bd187cd067ab7ab006c6d5da401fcaf2f9ec41a37eb36a6d0ced893e9720caed,train|test,2,1,0,1,2,0,0,benign,False
-3457626233344705238,7051415061880167062,61216fdaf254ae5f243b59c870fb8667dde22a5f31f67c5c175748b3858f0426,train|test,2,1,0,1,2,0,0,benign,False
-3429349175924165292,7238943590919770294,84c5a8f6ef9c1d365b8f4f5486b4addb0b410653a1873cb470ca3620f94d11bf,train|validation,2,1,1,0,2,0,0,benign,False
-3402865713552482659,-6873301688341476796,3cd159937a4c900e6b29b6c405f6f3bef795781593d0c2b1357129c2c0ce21f0,train|validation|test,6,4,1,1,6,0,0,benign,False
-3338409344031829091,7441355935046438117,66876bf940b8355b49307bc9a20e4e2be670b9f0e3a0143277e23b313f8bfb33,train|test,3,1,0,2,3,0,0,benign,False
-3333151504914531732,-2208604442635830653,ef2c60d8a07cd623a92fdf51db917bf9def9ba361a6645c5f8d485a8fd64eab6,train|validation,3,2,1,0,3,0,0,benign,False
-3322943919432004583,-625904099795980954,e0e970b6039badab3802e874a310037d2c0b9c8088f04e55f87f4fbb377445f4,train|validation,3,2,1,0,3,0,0,benign,False
-3256225770653648771,1134822994351156557,4e27ef5dd5f528b53fb060adf1d865d0543b911046db105c8b023f8cf8c63ab0,train|validation,2,1,1,0,2,0,0,benign,False
-3222245078210253334,-4483321474577325143,de1236dbbaef62e0c640a94a38af7741f43c4f96f389f15d896cd4588fd0792d,train|validation,2,1,1,0,2,0,0,benign,False
-3163508955376092432,1034648835605355113,0acedd68afa75fdeed143b6bd1a6ecdb16aa41b38f2d0252de475be13180b946,train|validation|test,6,4,1,1,6,0,0,benign,False
-3141166004791562882,-1369182948768003606,21ea34437b9b66d4d157e36c157d5e302a4f00625f93a588a4eafe29a8c5be88,train|validation,2,1,1,0,2,0,0,benign,False
-3140507930935318289,1377895023893335565,4b663495e93d3c8bc784b5bd147ae21924f9c15675d9da08c2e53b9ae645e1c8,train|validation,3,1,2,0,3,0,0,benign,False
-3131504194367617543,-85832766130524315,f7ad9e490e89da4fd844f1d3dc297d7bbf132f849fb818955ac521e43caee62e,train|test,2,1,0,1,2,0,0,benign,False
-2933236374164559561,-8975717219590784731,bd50c4094f7652d1bcd18427ede1b71df55411016f9700a1a294f7d8f55725b4,train|validation,4,2,2,0,4,0,0,benign,False
-2857505147230733481,-8755724533195451684,8b473603700486940e7f41e6f1edda37da4b1991b969692837d176e7bed53a8b,train|validation,2,1,1,0,2,0,0,benign,False
-2822542753415204694,-7214643489838456279,db9733548b25ca5e6d084607b3405c404b86cb7f164729f6e35b5405914578c1,train|test,3,2,0,1,3,0,0,benign,False
-2803556199987020800,-2634239244709779660,beed9da77c828d27d4ba2a8fe26f7166a8c755de1053d624e8c96def3fbdd3a6,train|test,2,1,0,1,2,0,0,benign,False
-2754613376515779760,-7606363548111490516,8847be0054d0259b1e66d8ccfa04ddecd6164435a265f9b4d7d3594f6c41f209,train|validation,3,2,1,0,3,0,0,benign,False
-2753971811042252056,8358076648342449470,937ab6c8a8f3d34d76a1c5da73f18e17e7f3b1a50e86ac43d0d410de584b061f,train|test,2,1,0,1,2,0,0,benign,False
-2751283822495646679,4134466306567437462,14bbe62953ae1f3bce070e876436b31ac89938cc7be5e21d0e5178364939d91b,train|validation,3,2,1,0,3,0,0,benign,False
-2693893758905966939,-3129964948549748985,33631e82397e6b299cf7b14897c41b82dfae2f4607934e597735b571515ca820,train|validation|test,6,2,2,2,6,0,0,benign,False
-2616027414443619856,5531292421539484440,462cce543f1bb4ed6def1a17d1b8775cf3977a43952637709a71ccdb263db388,train|validation,2,1,1,0,2,0,0,benign,False
-2611584916608528871,1473630820201659597,0e37302c4a405071b6be0e5c435a025c1f23e98fb84e01ff5021fc3cc4acc6dd,train|validation,2,1,1,0,2,0,0,benign,False
-2588034234479174244,1041076569299805504,9d44923f76403113364d0558be7c129db0b724b81d309b7a545f49030bd49004,train|test,2,1,0,1,2,0,0,benign,False
-2561256939112047743,-1043315443113650826,bb9d6086af0d659b11c7b6086e0967044b5aa83302b1e45448c460c96fe1a4cc,train|validation,3,2,1,0,3,0,0,benign,False
-2550062050958724039,-7260281294700792588,c368333645ac20524d37957a3ae4dd7310c9ba7f4a0d31b9895d31cc1aa64389,train|validation,2,1,1,0,2,0,0,benign,False
-2527160315926451782,-8731899542918073807,751ee91238af14624b2d8b5ca06b4a2ecb23a9f015f842896fddeeae8341e371,train|test,4,3,0,1,4,0,0,benign,False
-2443579102905919865,7365093817213314876,ddcc8aa9750010ad3f1471f838dd06514ef02394d157b4007af7f2d18649810b,train|validation,2,1,1,0,2,0,0,benign,False
-2333342958936704888,-6159445429295512835,b9eb684c1bf9ed914e7381b1428125f23da698e81eef6ad7e9eb0c86f3aea667,train|validation,3,2,1,0,3,0,0,benign,False
-2325331275621726515,-7151000430613321199,9b9309da2e9ffa112b1a13814d765095cfbf22225ae26140f2fad7f8d03609a3,train|test,2,1,0,1,2,0,0,benign,False
-2289729933339278694,4070889706741971277,7b8cddbaedae5809fe6de2c833d7dce651dfff4da028b35780a0afd2b3e8cd4c,train|test,3,2,0,1,3,0,0,benign,False
-2195451584942369019,-3577600587869891842,97b84ee7c25cbe542f4faa0bb459cff1a98cd44fb651ce73fbea210a53145106,train|test,2,1,0,1,2,0,0,benign,False
-2168218788196117565,1703270485547126218,3327fb646c8d8aa437d00d65dac9c3fc44944d88ec10dbfff89c98f364bc47c9,train|test,5,4,0,1,5,0,0,benign,False
-2038654286217446687,1585514184196127212,4aacc3c73f199bcc1a983e90a3ce0b176f79370edbfa0768be83a6d7e3c194e2,train|test,2,1,0,1,2,0,0,benign,False
-2023573875962913313,8284548338424453802,7e2f9c98e8eea15c15e27e836d25f5c21f39771217fc267918ae5c9628634f71,train|validation,2,1,1,0,2,0,0,benign,False
-1977971330846030874,6213440432082997777,a1bf0530c3e6126a84eb9c8663bb42dc9cbef5c5c65a07f66d1985e540310da2,train|test,2,1,0,1,2,0,0,benign,False
-1951562611467520763,2171045626407188395,9132ad3b57a4a874b7dbb0cb5b31d2cf2eb243e08f557b9648122af913e87d82,train|validation,3,2,1,0,3,0,0,benign,False
-1935626967902292542,-1420578730720020507,ce3bfd6393497fb398b2754bb484ef9142e414fdd88b2e7aebeb917f696879cf,train|test,3,1,0,2,3,0,0,benign,False
-1895670411192998490,8391707020776085346,cd6d2981cda66f4aa2e95a449e7c8c4554083153b6ca02504242f383aeaa7663,train|validation,2,1,1,0,2,0,0,benign,False
-1876245871712177029,-1655674263283391563,e37f7fa2497c4c42a7a22588d4dbaf80c4c8efec7ade1de768342dd54d8def68,train|test,2,1,0,1,2,0,0,benign,False
-1838258738254299254,139659751681205321,856348c38a2ed02abb52f045385313758fbf36e861f2a369ec8aea5f2e940f97,train|validation,2,1,1,0,2,0,0,benign,False
-1825099989492351679,4573845197452358559,093d4edf28a4e6a56a8ade8af6ed76ea8a7853f9d9cf3be08f5743cf655cc54d,train|validation,2,1,1,0,2,0,0,benign,False
-1805100594575534754,-5842919305178825061,0671ae909db359514d0cef44bcf400bcc79b6d4881d483857b2050a0109b3500,validation|test,2,0,1,1,2,0,0,benign,False
-1631604898515990949,2225405795171825030,20178c6399b165ecd2807d63eb3548eebc8554d2b7c0bc99709e77e2ce9c11f2,train|validation|test,3,1,1,1,3,0,0,benign,False
-1548759412299291239,-4406904010828028010,5729e05bffd256445e5ac07990c71c354466f4e2b0f2471212aca0bc8d2a607e,train|validation,2,1,1,0,2,0,0,benign,False
-1542145448276843365,-1683020051007813418,770a78c78137c6fe6d9b8d8473dd0f5b491790cf87f017e56406b28136fb3fe2,validation|test,2,0,1,1,2,0,0,benign,False
-1497177093790225109,8198084541487491923,55e0b611d7a555add8e01f5649759b93b428f375f5c61cff8c32dbfc3190128d,train|test,3,1,0,2,3,0,0,benign,False
-1399770364442334687,5052809245929864451,8b77b4f2d42df3cf5b2c6a8f066735207b256c07ed1fc5cc56563af7ebfeb1e7,train|test,3,1,0,2,3,0,0,benign,False
-1311394602814772082,3522596843151339326,584b87be883011e2ecef5354ad6c69cf1c5f30e24eddaf5cf89865569cb45461,validation|test,2,0,1,1,2,0,0,benign,False
-1243607267811712306,586913897645167718,78a44fa7b3e98b025107eb1a401a841b73e91a116c4ec2e92157630afd4610ab,train|test,3,2,0,1,3,0,0,benign,False
-1171703898664082652,362565977407284942,6922899e05595f103c7a37fd5fc5b08744d626af3e7cba7e18f58a5037eb787f,train|validation,2,1,1,0,2,0,0,benign,False
-1044471522431562059,-6308689637207922226,21826e5ad64f046af1321a50c261ded8cd52e693753f1834d0ab107565fb076e,train|test,2,1,0,1,2,0,0,benign,False
-967055592674087837,-4607166854494868479,883fc49c177cdf294ccaf86770658744cd1333021dedb522bd6b5ab9a0b42468,train|validation,2,1,1,0,2,0,0,benign,False
