file_id,stored_relative_path,resolved_path,resolution_method,candidate_count,candidate_paths,device,class_label,expected_row_count,inserted_row_count,minimum_row_number,maximum_row_number,fingerprint_row_count,row_numbering,sample_column_count,sample_all_numeric,sample_all_finite,sample_sha256,status,error
21,Ecobee_Thermostat/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ecobee_Thermostat\mirai_attacks\udp.csv,exact_relative_path,0,,Ecobee_Thermostat,mirai_udp,151481,151481,1,151481,151481,one_based,115,True,True,bfaeac6faa0fcb4043ae23131ace401e83264413c99f36c0709092f9a9063218,ok,
22,Ecobee_Thermostat/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ecobee_Thermostat\mirai_attacks\udpplain.csv,exact_relative_path,0,,Ecobee_Thermostat,mirai_udpplain,87368,87368,1,87368,87368,one_based,115,True,True,2508effb0a43cc4ab6ec4c14f88d9ebe50f8a5dfd81085cb632374d2b54beb83,ok,
23,Ennio_Doorbell/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\benign_traffic.csv,exact_relative_path,0,,Ennio_Doorbell,benign,39100,39100,1,39100,39100,one_based,115,True,True,4d8fd032e987e6d5189c1c82701cc437e7e9b65d11a1bdd4708a1f76563122fc,ok,
24,Ennio_Doorbell/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\gafgyt_attacks\combo.csv,exact_relative_path,0,,Ennio_Doorbell,gafgyt_combo,53014,53014,1,53014,53014,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
25,Ennio_Doorbell/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\gafgyt_attacks\junk.csv,exact_relative_path,0,,Ennio_Doorbell,gafgyt_junk,29797,29797,1,29797,29797,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
26,Ennio_Doorbell/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\gafgyt_attacks\scan.csv,exact_relative_path,0,,Ennio_Doorbell,gafgyt_scan,28120,28120,1,28120,28120,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
27,Ennio_Doorbell/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\gafgyt_attacks\tcp.csv,exact_relative_path,0,,Ennio_Doorbell,gafgyt_tcp,101536,101536,1,101536,101536,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
28,Ennio_Doorbell/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Ennio_Doorbell\gafgyt_attacks\udp.csv,exact_relative_path,0,,Ennio_Doorbell,gafgyt_udp,103933,103933,1,103933,103933,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
29,Philips_B120N10_Baby_Monitor/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\benign_traffic.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,benign,175240,175240,1,175240,175240,one_based,115,True,True,0622ca341179f0efadcb5f89f96c1dfa94ef32d7e676efe539dce181dabcf139,ok,
30,Philips_B120N10_Baby_Monitor/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\gafgyt_attacks\combo.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,gafgyt_combo,58152,58152,1,58152,58152,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
31,Philips_B120N10_Baby_Monitor/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\gafgyt_attacks\junk.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,gafgyt_junk,28349,28349,1,28349,28349,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
32,Philips_B120N10_Baby_Monitor/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\gafgyt_attacks\scan.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,gafgyt_scan,27859,27859,1,27859,27859,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
33,Philips_B120N10_Baby_Monitor/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\gafgyt_attacks\tcp.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,gafgyt_tcp,92581,92581,1,92581,92581,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
34,Philips_B120N10_Baby_Monitor/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\gafgyt_attacks\udp.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,gafgyt_udp,105782,105782,1,105782,105782,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
35,Philips_B120N10_Baby_Monitor/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\mirai_attacks\ack.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,mirai_ack,91123,91123,1,91123,91123,one_based,115,True,True,aa7c819f30e84b845321832933e08906e26bc5cc2668bea1e5665c7b8e2aa817,ok,
36,Philips_B120N10_Baby_Monitor/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\mirai_attacks\scan.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,mirai_scan,103621,103621,1,103621,103621,one_based,115,True,True,e423a2174e897158cf98a52b6c9d7615fdbffc173dcf8bcb7ad3fc659d3d667f,ok,
37,Philips_B120N10_Baby_Monitor/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\mirai_attacks\syn.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,mirai_syn,118128,118128,1,118128,118128,one_based,115,True,True,20694f5a712989b1c94f6c87cd9fd82f63b38807a2fd654d2a2037ca40482859,ok,
38,Philips_B120N10_Baby_Monitor/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\mirai_attacks\udp.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,mirai_udp,217034,217034,1,217034,217034,one_based,115,True,True,ae6e887c10ed748f89b08424fad5b4a6484b1fc0613d86e51350bf67ca179e1f,ok,
39,Philips_B120N10_Baby_Monitor/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Philips_B120N10_Baby_Monitor\mirai_attacks\udpplain.csv,exact_relative_path,0,,Philips_B120N10_Baby_Monitor,mirai_udpplain,80808,80808,1,80808,80808,one_based,115,True,True,25821cfbdd31263b967660bce52b3aa9d94b3184fad8808d15ad1410089b0a8a,ok,
40,Provision_PT_737E_Security_Camera/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\benign_traffic.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,benign,62154,62154,1,62154,62154,one_based,115,True,True,abe83fa3780ee62e4c92f0ddcfeaef4910291251dd9f63e9ec085054e31f45a6,ok,
41,Provision_PT_737E_Security_Camera/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\gafgyt_attacks\combo.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,gafgyt_combo,61380,61380,1,61380,61380,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
42,Provision_PT_737E_Security_Camera/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\gafgyt_attacks\junk.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,gafgyt_junk,30898,30898,1,30898,30898,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
43,Provision_PT_737E_Security_Camera/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\gafgyt_attacks\scan.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,gafgyt_scan,29297,29297,1,29297,29297,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
44,Provision_PT_737E_Security_Camera/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\gafgyt_attacks\tcp.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,gafgyt_tcp,104510,104510,1,104510,104510,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
45,Provision_PT_737E_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\gafgyt_attacks\udp.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,gafgyt_udp,104011,104011,1,104011,104011,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
46,Provision_PT_737E_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\mirai_attacks\ack.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,mirai_ack,60554,60554,1,60554,60554,one_based,115,True,True,6425c6535b6ef84ce9f3a6c019e9d872d1da7cf22bf3f0440ea0d2b62fbec9bf,ok,
47,Provision_PT_737E_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\mirai_attacks\scan.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,mirai_scan,96781,96781,1,96781,96781,one_based,115,True,True,423e3c6a326c8de7137e86cbf80fb154ef1c1e2d12838ae708e4b86301357709,ok,
48,Provision_PT_737E_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\mirai_attacks\syn.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,mirai_syn,65746,65746,1,65746,65746,one_based,115,True,True,f230773505612486cea00a20f90c8db4c053fdd5c6a1b7f32feac0afca42a251,ok,
49,Provision_PT_737E_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\mirai_attacks\udp.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,mirai_udp,156248,156248,1,156248,156248,one_based,115,True,True,b78c5b831d11bb15402903d8b92c439c99c5a269eaa6cc1bd277c3a57c4e6eff,ok,
50,Provision_PT_737E_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_737E_Security_Camera\mirai_attacks\udpplain.csv,exact_relative_path,0,,Provision_PT_737E_Security_Camera,mirai_udpplain,56681,56681,1,56681,56681,one_based,115,True,True,9ccfbae3cb22a12cbf479a5fdcadfa3ac1e643fd21d31d3f98bae8516f339f37,ok,
51,Provision_PT_838_Security_Camera/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\benign_traffic.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,benign,98514,98514,1,98514,98514,one_based,115,True,True,b24e20db687f3d37c44ab01dc8bbca9dad8712ce71571c73954c9fd8d3323eda,ok,
52,Provision_PT_838_Security_Camera/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\gafgyt_attacks\combo.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,gafgyt_combo,57530,57530,1,57530,57530,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
53,Provision_PT_838_Security_Camera/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\gafgyt_attacks\junk.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,gafgyt_junk,29068,29068,1,29068,29068,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
54,Provision_PT_838_Security_Camera/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\gafgyt_attacks\scan.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,gafgyt_scan,28397,28397,1,28397,28397,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
55,Provision_PT_838_Security_Camera/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\gafgyt_attacks\tcp.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,gafgyt_tcp,89387,89387,1,89387,89387,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
56,Provision_PT_838_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\gafgyt_attacks\udp.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,gafgyt_udp,104658,104658,1,104658,104658,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
57,Provision_PT_838_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\mirai_attacks\ack.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,mirai_ack,57997,57997,1,57997,57997,one_based,115,True,True,6425c6535b6ef84ce9f3a6c019e9d872d1da7cf22bf3f0440ea0d2b62fbec9bf,ok,
58,Provision_PT_838_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\mirai_attacks\scan.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,mirai_scan,97096,97096,1,97096,97096,one_based,115,True,True,423e3c6a326c8de7137e86cbf80fb154ef1c1e2d12838ae708e4b86301357709,ok,
59,Provision_PT_838_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\mirai_attacks\syn.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,mirai_syn,61851,61851,1,61851,61851,one_based,115,True,True,f230773505612486cea00a20f90c8db4c053fdd5c6a1b7f32feac0afca42a251,ok,
60,Provision_PT_838_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\mirai_attacks\udp.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,mirai_udp,158608,158608,1,158608,158608,one_based,115,True,True,b78c5b831d11bb15402903d8b92c439c99c5a269eaa6cc1bd277c3a57c4e6eff,ok,
61,Provision_PT_838_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Provision_PT_838_Security_Camera\mirai_attacks\udpplain.csv,exact_relative_path,0,,Provision_PT_838_Security_Camera,mirai_udpplain,53785,53785,1,53785,53785,one_based,115,True,True,9ccfbae3cb22a12cbf479a5fdcadfa3ac1e643fd21d31d3f98bae8516f339f37,ok,
62,Samsung_SNH_1011_N_Webcam/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\benign_traffic.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,benign,52150,52150,1,52150,52150,one_based,115,True,True,3c03dfafad00336b87965aaedecb49c976bacbfaa6fe2d7fc1be85370be6c5aa,ok,
63,Samsung_SNH_1011_N_Webcam/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\gafgyt_attacks\combo.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,gafgyt_combo,58669,58669,1,58669,58669,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
64,Samsung_SNH_1011_N_Webcam/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\gafgyt_attacks\junk.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,gafgyt_junk,28305,28305,1,28305,28305,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
65,Samsung_SNH_1011_N_Webcam/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\gafgyt_attacks\scan.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,gafgyt_scan,27698,27698,1,27698,27698,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
